"HolderAddress","Balance","PendingBalanceUpdate"
"0xecf277a3aafe4ac05bb0719048fe94592174c187","0.708250583650527","No"
"0xed1588ad74e393a847a36c1d71279b22e1e946f8","4053560.55041856","No"
"0xed6527a8e44c717fc5bc04b1c1ddd7098bbae685","175659.499469921","No"
"0xeda737be43c8006daf69617d5465e832b9418146","1477785.01321078","No"
"0xefdee53249ef08013d31aeac2a738912197b7b5e","970162.850022238","No"
"0xf065a64cd00a8a7bdf936c94a941dd88742e5e62","3867135.61076654","No"
"0xf094720152518f9ee855440589203c9f077e9377","0.548254076157792","No"
"0xf0dfbfcd8303f92027522df32542522e8278b15f","2161664.99719409","No"
"0xf14e8154e3021dbe40f9f656b6b1abc249047509","21.5986385353839","No"
"0xf1ad7f66f1050d0e55967c4c4c2aa0fcc3197d6c","4616009.36776113","No"
"0xf2413190f655d0ce74864fd79ff809f6f92b2309","1536.98750411653","No"
"0xf2c80e16e3a3258d9cceadf83bcb5881b1ff0f13","3500075.96255715","No"
"0xf363979aff681842b2d245efc5c4fd8fce4138a4","435535.482306439","No"
"0xf40be62ed5cd8edd283d8e843fb5d164a886b966","291263.3386399","No"
"0xf4accdfa928bf863d097ecf4c4bb57ad77aa0cb2","1327022.95107703","No"
"0xf61e7dfc0f405e8b285423a229434f4d1ddfdaa7","247.417942893114","No"
"0xf6fc42654c1f2470774f9dbdb32d1723fab66a9c","4323251.40173683","No"
"0xf7a8bc03f8edb6f492ecb7a6282e3617d938d4dd","30.2667080681076","No"
"0xf83551e2bde488a577d7ae5dc8ce7257c2351aa1","3784558.71996098","No"
"0xf9b2550dea6c524676a13f01727757ae25c5a5e5","24252.7175611597","No"
"0xfa13a1fec81f66a31dafccace04ecef65eddd06b","0.55378593262379","No"
"0xfb1be8283f7c8941f6e05fa451e78d6cc19a0e95","604050.381884423","No"
"0xfda0283412204f1d0dbc0a2a484fdf98409edf28","42606.5306805786","No"
"0xfeb670482124ef667f89954a58678c88d6c2567e","1.56153904686329","No"
